PAPER_ID,TITLE,AUTHOR,YEAR,JOURNAL,KEYWORDS,SUBJECT,RELATED_PERSON,RELATED_JIAYI_SECTION,SOURCE_ASSET_ID
PAPER-HFM-A000165,386-深刺中脘穴临床验案4则,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000165
PAPER-HFM-A000166,387-略谈照海穴之主治,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000166
PAPER-HFM-A000167,388-寸口疗法初探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000167
PAPER-HFM-A000168,389-俞昌德教授治疗坐骨神经痛临床经验介绍,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000168
PAPER-HFM-A000169,39-《针灸甲乙经》推拿疗法探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000169
PAPER-HFM-A000170,390-交会穴临床应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000170
PAPER-HFM-A000171,392-手厥阴心包经理论发展探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000171
PAPER-HFM-A000172,393-经脉循行的《灵枢》原文英译探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000172
PAPER-HFM-A000173,394-刺法寸历史演变与探究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000173
PAPER-HFM-A000174,395-腧穴别名与校勘,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000174
PAPER-HFM-A000175,396-《素问》王冰注所见十二经脉循行文本整合复原,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000175
PAPER-HFM-A000176,398-《太平圣惠方》小儿灸法文献研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000176
PAPER-HFM-A000177,399-扶突穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000177
PAPER-HFM-A000178,4-浅析《针灸甲乙经》的刺法特点,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000178
PAPER-HFM-A000179,40-《针灸甲乙经》浅刺针法理论研究探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000179
PAPER-HFM-A000180,400-柳氏广意派小儿推拿辨治小儿咳嗽,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000180
PAPER-HFM-A000181,401-试论出针补泻的临床意义,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000181
PAPER-HFM-A000182,402-条口穴用于肩关节周围炎治疗的起源初探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000182
PAPER-HFM-A000183,403-太白穴在灼口综合征治疗中的应用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000183
PAPER-HFM-A000184,404-神庭穴临证探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000184
PAPER-HFM-A000185,405-基于《内经》《难经》的五输穴原理探微,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000185
PAPER-HFM-A000186,406-洞鉴古今探源_肠神同调_腧穴内涵及规律,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000186
PAPER-HFM-A000187,409-合谷_穴区传入神经元的节段性分布——HRP法的实验研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000187
PAPER-HFM-A000188,41-《针灸甲乙经》之刺血疗法研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000188
PAPER-HFM-A000189,410-睛明穴的应用体会,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000189
PAPER-HFM-A000190,411-睛明穴临床研究汇总,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000190
PAPER-HFM-A000191,412-短刺手三里穴治疗腰腿痛临床体会,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000191
PAPER-HFM-A000192,413-天突穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000192
PAPER-HFM-A000193,414-条口穴用于肩关节周围炎治疗的起源初探 (1),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000193
PAPER-HFM-A000194,415-郄穴治疗经脉和脏腑顽固性疾病的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000194
PAPER-HFM-A000195,416-近年大椎穴临床研究概况,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000195
PAPER-HFM-A000196,417-膝关节相关腧穴定位考析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000196
PAPER-HFM-A000197,419-“缪剌”与“巨刺”之浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000197
PAPER-HFM-A000198,42-《针灸甲乙经》治疗头痛的特点分析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000198
PAPER-HFM-A000199,420-疏肝调神针刺法治疗奔豚气案,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000199
PAPER-HFM-A000200,421-百会穴临床应用概述,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000200
PAPER-HFM-A000201,422-中医古籍校勘的新思考与新探索,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000201
PAPER-HFM-A000202,423-中医古籍校勘的新思考与新探索(续),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000202
PAPER-HFM-A000203,424-浅析手三里穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000203
PAPER-HFM-A000204,425-天枢穴古今临床应用探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000204
PAPER-HFM-A000205,426-化脓灸法临床应用与研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000205
PAPER-HFM-A000206,427-论针刺深浅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000206
PAPER-HFM-A000207,428-气海穴基础研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000207
PAPER-HFM-A000208,429-金门穴的特点与应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000208
PAPER-HFM-A000209,430-背俞穴概述,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000209
PAPER-HFM-A000210,431-百会穴临床应用概况,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000210
PAPER-HFM-A000211,432-应用上巨虚穴调节胃肠功能的理论探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000211
PAPER-HFM-A000212,433-浅析针刺神阙穴的可行性,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000212
PAPER-HFM-A000213,434-下关穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000213
PAPER-HFM-A000214,435-手三里穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000214
PAPER-HFM-A000215,437-针刺关元、曲骨、行间等穴对慢性非菌性前列腺炎大鼠TNF-α、IL-2的影响,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000215
PAPER-HFM-A000216,438-肺俞穴的功效,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000216
PAPER-HFM-A000217,44-《针灸甲乙经》的理论框架探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000217
PAPER-HFM-A000218,440-脱疽源流考略,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000218
PAPER-HFM-A000219,441-基于古代文献浅析手少阴心经与手厥阴心包经的联系,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000219
PAPER-HFM-A000220,442-《医心方》引《诸病源候论》同义替换现象举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000220
PAPER-HFM-A000221,443-浅谈涌泉穴的主治病证,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000221
PAPER-HFM-A000222,444-对少数经穴定位不一之商榷,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000222
PAPER-HFM-A000223,445-_心胀_探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000223
PAPER-HFM-A000224,446-针刺神门穴对心脏功能影响研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000224
PAPER-HFM-A000225,447-基于经典文献整理的针刺治疗腰痛选穴研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000225
PAPER-HFM-A000226,448-关于_穴位_一词英文翻译的看法,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000226
PAPER-HFM-A000227,449-基于文献研究的肾性水肿思路探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000227
PAPER-HFM-A000228,45-浅论《针灸甲乙经》对特定穴的贡献,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000228
PAPER-HFM-A000229,450-试论腧穴体内属性,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000229
PAPER-HFM-A000230,451-手三里,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000230
PAPER-HFM-A000231,452-少海穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000231
PAPER-HFM-A000232,457-柳氏广意派小儿推拿辨证施治小儿脑瘫,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000232
PAPER-HFM-A000233,458-(譩)(譆)穴古代文献研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000233
PAPER-HFM-A000234,459-八髎穴的临床运用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000234
PAPER-HFM-A000235,46-《针灸甲乙经》的针灸理论框架分析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000235
PAPER-HFM-A000236,460-灸疮_考辩,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000236
PAPER-HFM-A000237,461-沈彤《释骨》考略,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000237
PAPER-HFM-A000238,465-志室穴在蜂针中的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000238
PAPER-HFM-A000239,466-《黄帝内经》三阴三阳关阖枢说新论,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000239
PAPER-HFM-A000240,467-上星穴穴性及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000240
PAPER-HFM-A000241,468-素髎穴的现代临床应用及研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000241
PAPER-HFM-A000242,469-腕踝上三寸内外侧各有一个三经交会穴,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000242
PAPER-HFM-A000243,47-论《针灸甲乙经》配穴方法对后世的影响,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000243
PAPER-HFM-A000244,470-百会穴_顶中央旋毛中_考释,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000244
PAPER-HFM-A000245,471-试论胸部经穴命名与古代建筑的关系,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000245
PAPER-HFM-A000246,472-瓜蒌不同入药部位的药用价值及临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000246
PAPER-HFM-A000247,473-Combined+Use+of+the+Points+Shenmai+and+Zhaohai+for,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000247
PAPER-HFM-A000248,475-中脘穴的古今应用与研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000248
PAPER-HFM-A000249,476-经穴详解系列篇(2),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000249
PAPER-HFM-A000250,477-对分类研究《内经》文献的评析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000250
PAPER-HFM-A000251,478-悬钟穴的应用及定位考证,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000251
PAPER-HFM-A000252,479-百会穴的临证应用与研究述要,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000252
PAPER-HFM-A000253,480-神阙穴拔罐调气作用的理论认识与临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000253
PAPER-HFM-A000254,481-天突穴刺法述要,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000254
PAPER-HFM-A000256,483-关于慢性前列腺炎中医病名的两点商榷,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000256
PAPER-HFM-A000257,484-四渎穴穴性辑考及临床发挥,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000257
PAPER-HFM-A000258,485-《医学六经》考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000258
PAPER-HFM-A000259,486-中医非药物疗法急诊应用专家共识,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000259
PAPER-HFM-A000260,487-简帛踝部诊脉法发微,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000260
PAPER-HFM-A000261,489-  基于古今文献和解剖数据考证箕门穴定位及其变革,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000261
PAPER-HFM-A000262,49-《针灸甲乙经》腧穴主治条文勘误,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000262
PAPER-HFM-A000263,490-肉瘤源流考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000263
PAPER-HFM-A000264,491-浅谈中医针刺麻醉方法与应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000264
PAPER-HFM-A000265,492-纵论_卫出下焦_乃《黄帝内经》本义,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000265
PAPER-HFM-A000266,493-取穴方法的文献研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000266
PAPER-HFM-A000267,494-高职高专《经络腧穴学》课程教学改革实践研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000267
PAPER-HFM-A000268,495-探析百会穴在中风病后遗症中的临床作用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000268
PAPER-HFM-A000269,496-中医中药对糖尿病足溃疡治疗进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000269
PAPER-HFM-A000270,"497-基于内关治疗肩周炎解读_淫气忧思,痹聚在心_",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000270
PAPER-HFM-A000271,498-陶道穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000271
PAPER-HFM-A000272,499-妙在__脐_中,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000272
PAPER-HFM-A000273,5-论《针灸甲乙经》之灸法特色,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000273
PAPER-HFM-A000274,50-《针灸甲乙经》腰痛的诊治特点探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000274
PAPER-HFM-A000275,"500-地形拟名,浅洼之泽穴",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000275
PAPER-HFM-A000276,501-大巨穴的临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000276
PAPER-HFM-A000277,502-白涩症源流浅析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000277
PAPER-HFM-A000278,503-历节病并发奔豚病的病机及证治探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000278
PAPER-HFM-A000279,504-基于复杂网络的智能配穴数目探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000279
PAPER-HFM-A000280,505-针药并用治疗慢性肾风风湿伤肾证临证经验述要,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000280
PAPER-HFM-A000281,506-中医名词术语（三）,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000281
PAPER-HFM-A000282,507-敦煌《灸经图》足太阳经理论源流探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000282
PAPER-HFM-A000283,508-不乳儿乳痈的古代中医文献初探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000283
PAPER-HFM-A000284,509-《金匮要略直解》述要,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000284
PAPER-HFM-A000285,51-《针灸甲乙经》的针灸理论框架研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000285
PAPER-HFM-A000286,510-李顺保教授奇经八脉腧穴考证研究,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000286
PAPER-HFM-A000287,511-“凥”、“尻”义考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000287
PAPER-HFM-A000288,512-《备急千金要方校释》读后的几点商榷（二）,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000288
PAPER-HFM-A000289,513-《脉经》脉诊探微,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000289
PAPER-HFM-A000290,514-浅谈至阳穴治疗胸痹,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000290
PAPER-HFM-A000291,515-粗针平刺身柱穴治疗肌张力增高验案举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000291
PAPER-HFM-A000292,516-耳鸣耳聋从三焦经论治初探,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000292
PAPER-HFM-A000293,517-中医中药治愈不孕（IVF准备期间）症验案--李祥云教授临证验案撷英,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000293
PAPER-HFM-A000294,518-地仓穴定位探赜,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000294
PAPER-HFM-A000295,519-风池穴治疗眼疾验案举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000295
PAPER-HFM-A000296,52-《针灸甲乙经》皇甫谧序纠谬一则,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,皇甫谧,UNKNOWN,HFM-A000296
PAPER-HFM-A000297,520-读《黄帝内经》札记(十),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000297
PAPER-HFM-A000298,521-照海穴在五官疾病中的应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000298
PAPER-HFM-A000299,522-头针疗法为主的临床应用研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000299
PAPER-HFM-A000301,524-原络配穴及其现代临床应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000301
PAPER-HFM-A000302,525-水沟穴临证运用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000302
PAPER-HFM-A000303,526-谈_张仲景见王粲_故事之真伪,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000303
PAPER-HFM-A000304,527-罗灵松老中医临证经验拾贝,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000304
PAPER-HFM-A000305,528-宋人增补《千金要方》内容考证,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000305
PAPER-HFM-A000306,529-神阙穴在急症中运用举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000306
PAPER-HFM-A000307,530-四肢部古代解剖学名词今译,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000307
PAPER-HFM-A000308,531-头针的临床应用与研究进展,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000308
PAPER-HFM-A000309,532-李平教授水沟穴治验举隅,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000309
PAPER-HFM-A000310,533-论运气_七篇大论_与《素问》的关系,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000310
PAPER-HFM-A000311,534-古代文献中百会穴的记载,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000311
PAPER-HFM-A000312,535-合谷配穴谈,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000312
PAPER-HFM-A000313,536-《黄帝内经》论经络学说浅析(下),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000313
PAPER-HFM-A000314,537-浅析十二原穴主治作用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000314
PAPER-HFM-A000315,538-宋以前中医小儿外治法发展概述,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000315
PAPER-HFM-A000316,539-杨骏教授运用益气养血通络法治疗格林-巴利综合征的经验,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000316
PAPER-HFM-A000317,54-《黄帝针灸甲乙经》论治妇科疾病浅释,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000317
PAPER-HFM-A000318,540-点按手三里治疗急性腹痛的机制探讨,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000318
PAPER-HFM-A000319,541-针药并治老年性肺炎验案一则探析,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000319
PAPER-HFM-A000320,542-杨骏教授应用滋肾益髓法治疗亨廷顿舞蹈病经验,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000320
PAPER-HFM-A000321,543-浅谈人体的阴阳五行,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000321
PAPER-HFM-A000322,544-睛明穴的解剖学研究及针刺应用,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000322
PAPER-HFM-A000323,545-略论_缪刺_与_巨刺_,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,,UNKNOWN,HFM-A000323
PAPER-HFM-A000324,546-古朝(zh(u))那县址及皇甫谧籍贯又考,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,甲乙经,皇甫谧,UNKNOWN,HFM-A000324
