stable_id,edition_title,candidate_work_stable_id,candidate_work_title,mapping_confidence,current_status,recommendation,evidence,evidence_source,ambiguity,blocking_issue,reviewer,review_timestamp
EDITION-HFM-A000593,《针灸甲乙经（三）》广州出版社陈国勇2003（2）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经（三）》广州出版社陈国勇2003（2）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000594,《针灸甲乙经（二）》广州出版社陈国勇2003.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经（二）》广州出版社陈国勇2003.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000595,《针灸甲乙经（二）》广州出版社陈国勇2003（2）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经（二）》广州出版社陈国勇2003（2）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000596,《针灸甲乙经》中华书局1991.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》中华书局1991.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000597,《针灸甲乙经》中华书局1991（2）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》中华书局1991（2）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000598,《针灸甲乙经》中国中医药科技出版2018.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》中国中医药科技出版2018.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000599,《针灸甲乙经》中国医药科技出版2019 周琦校注.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》中国医药科技出版2019 周琦校注.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000600,《针灸甲乙经》中国医药科技出版社2011赵燕宜.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》中国医药科技出版社2011赵燕宜.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000601,《针灸甲乙经选读》中国中医药出版社何天有雒成林2010.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经选读》中国中医药出版社何天有雒成林2010.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000602,《针灸甲乙经》人卫出版社1956.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》人卫出版社1956.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000603,《针灸甲乙经》人卫出版社1962.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》人卫出版社1962.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000604,《针灸甲乙经》人卫出版社2006黄龙祥整理.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》人卫出版社2006黄龙祥整理.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000605,《针灸甲乙经》人民卫生出版2017社黄龙祥整理.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》人民卫生出版2017社黄龙祥整理.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000606,《针灸甲乙经校释》山东中医学院1979上册+下册 (2).pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院1979上册+下册 (2).pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000607,《针灸甲乙经校释》山东中医学院1979上册+下册 (3).pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院1979上册+下册 (3).pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000608,《针灸甲乙经校释》山东中医学院1979上册+下册.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院1979上册+下册.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000609,《针灸甲乙经校释》山东中医学院1979上册.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院1979上册.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000610,《针灸甲乙经校释》山东中医学院1979上册（2）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院1979上册（2）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000611,《针灸甲乙经校释》山东中医学院2009第2版上册.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院2009第2版上册.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000612,《针灸甲乙经校释》山东中医学院2009第2版下册.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校释》山东中医学院2009第2版下册.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000613,《针灸甲乙经校注》（张灿玾、徐国千）1996（1）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）1996（1）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000614,《针灸甲乙经校注》（张灿玾、徐国千）1996（2）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）1996（2）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000615,《针灸甲乙经校注》（张灿玾、徐国千）1996（3）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）1996（3）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000616,《针灸甲乙经校注》（张灿玾、徐国千）1996（4）.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）1996（4）.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000617,《针灸甲乙经校注》（张灿玾、徐国千）2014(上册).pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）2014(上册).pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000618,《针灸甲乙经校注》（张灿玾、徐国千）2014(下册).pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经校注》（张灿玾、徐国千）2014(下册).pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000619,《针灸甲乙经》白话精解王竹星2010.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》白话精解王竹星2010.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000620,《针灸甲乙经一学就通》林政宏2007.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经一学就通》林政宏2007.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000621,《高士传》中华书局1985.pdf,WORK-GAOSHIZHUAN,高士传,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《高士传》中华书局1985.pdf】明确指向《高士传》（中华书局1985点校本），唯一对应 WORK-GAOSHIZHUAN,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000542,《针灸甲乙经》医统正脉全书1.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》医统正脉全书1.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000543,《针灸甲乙经》医统正脉全书2.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》医统正脉全书2.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000544,《针灸甲乙经》医统正脉全书3.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》医统正脉全书3.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000545,《针灸甲乙经》医统正脉全书4.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》医统正脉全书4.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
EDITION-HFM-A000546,《针灸甲乙经》医统正脉全书5.pdf,WORK-JIAYI,针灸甲乙经,HIGH,REVIEW_REQUIRED,CONFIRM_RECOMMENDED,版本文件名与题名【《针灸甲乙经》医统正脉全书5.pdf】明确指向《针灸甲乙经》，无其他候选作品歧义，历代刊本/整理本文献特征完全契合,content-production/normalized/jiayi-editions.csv,NONE,NONE,GEMINI-DMIT-02-REVIEWER,2026-09-10T15:20:00+08:00
