ASSET_ID,SOURCE_PATH,SHA256,PAGE_COUNT_IF_AVAILABLE,ENCRYPTION_TYPE_IF_DETECTABLE,TEXT_EXTRACTION_AVAILABLE,OCR_RENDER_AVAILABLE,MANUAL_ACTION_REQUIRED
HFM-A000146,针灸甲乙经/论文/针灸甲乙经/366-从《咳论经旨》谈中医临床专病文献的编撰.pdf,44913dbd4dda3992859db2b19fb917e39eb8137d86a3695104602547158c7b8c,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000147,针灸甲乙经/论文/针灸甲乙经/368-皇甫谧手工艾条制备工艺优化与质量标准化研究.pdf,666ea847d07a7e16c6a94a2b90cfc899ecadfb6aefde48087862a7fad8428049,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000148,针灸甲乙经/论文/针灸甲乙经/369-探析八脉交会穴源流发展和临床应用.pdf,57144699b5b9ae662b307c19af212a71f8e49487b4e1ccde297f5abe3b63a77b,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000149,针灸甲乙经/论文/针灸甲乙经/37-《针灸甲乙经》治疗胃肠病取穴特色探析.pdf,b88240195abe76c162917ea2be40acecf5e2da0a2bd7a53927a33f1395d23831,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000150,针灸甲乙经/论文/针灸甲乙经/371-古代不同时期头痛的用穴特点及思路浅析.pdf,48939e5c12e7d049e26fd7c3582043721ab90b4942543480358930b164e09624,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000151,针灸甲乙经/论文/针灸甲乙经/372-张吉教授学术经验述要.pdf,02301504732002633d8f31afb84a0ef65b362024c6712f08243c515f82e5c9fe,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000152,针灸甲乙经/论文/针灸甲乙经/373-赖新生教授膻中穴配穴经验介绍.pdf,192d77a8d7adcb5e2df666a0bf7cb60247c0a7c986a9a88c21d675aed7660513,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000153,针灸甲乙经/论文/针灸甲乙经/374-妇女盆底功能障碍类疾病中医古籍文献考.pdf,86b21ae4442a74ae1f3da6ce8d226d9fc13b04f76117bc85a175056b7a3cbc37,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000155,针灸甲乙经/论文/针灸甲乙经/376-针刺治疗卒中后抑郁的腧穴配伍规律文献研究.pdf,6dd698033daa99c1acfe46e84f23d446f3345fe2e73ed52d076919f535ecba8c,6,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000156,针灸甲乙经/论文/针灸甲乙经/377-《黄帝内经》及别传本古今字例释.pdf,11356888f2c48230706a23385f05afd0fb948b153d8e7ccbe723edea00a9d3f1,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000157,针灸甲乙经/论文/针灸甲乙经/378-简析古代医籍中禁针慎针腧穴的形态学依据.pdf,4d0e3ef51dbf46cd95caad30b38267303015ebe1fa88014c63927e567b980275,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000158,针灸甲乙经/论文/针灸甲乙经/379-基于图论的十二原穴拓扑参数变化差异分析.pdf,a36f67d23d3e7b48331242680a4b0f0b70f7d604e62da335fdabaa9980f66cde,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000159,针灸甲乙经/论文/针灸甲乙经/38-《针灸甲乙经》中处方用穴特点.pdf,5fc88c9784a7fc3956bd689363b2bd2b9fd921efac5375b4494c5d5113bfa13e,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000160,针灸甲乙经/论文/针灸甲乙经/380-关于概括腧穴主治方法的几点思考.pdf,59ec336887245409c46a3f736658decf5f9d34608ea2507556ca8428eca66fe5,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000161,针灸甲乙经/论文/针灸甲乙经/381-明堂孔穴_的沿革.pdf,4d70caae560699c7ecc7062e06f45cd2e8fa11d3ef6393282db2c359bf1a2027,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000162,针灸甲乙经/论文/针灸甲乙经/382-留针的意义与依据探析.pdf,92553b4f60bad9cfee279d22cd50a98c4b47c0e716734daa149375b405c91c80,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000163,针灸甲乙经/论文/针灸甲乙经/383-太溪穴的临床应用浅谈.pdf,ac41721341a1e43442b20281e41dbdf29697dbe84895eb94fe422ca0d9a8c9d6,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000165,针灸甲乙经/论文/针灸甲乙经/386-深刺中脘穴临床验案4则.pdf,f39e9499d1f5a4608d84a5b359511c4723b169633881dde76bd8c7ab145aa8e2,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000166,针灸甲乙经/论文/针灸甲乙经/387-略谈照海穴之主治.pdf,6331b76703ff6e109bf38a9c49c30e3b9d2e57e814ad379a97f22434f22354ed,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000167,针灸甲乙经/论文/针灸甲乙经/388-寸口疗法初探.pdf,8b29d048d0370a0323a8bd3128df04976f6f48067c302c2b70aa7e9c2901bd47,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000168,针灸甲乙经/论文/针灸甲乙经/389-俞昌德教授治疗坐骨神经痛临床经验介绍.pdf,24a8b9bf9d097337eecbfb4e911a0ee984108785131f4ea7b945c661ab3141ea,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000169,针灸甲乙经/论文/针灸甲乙经/39-《针灸甲乙经》推拿疗法探析.pdf,9428a3383b33a342b5ae3315df89269bb3f8a1a941c8d171f53ce877b2d9ce8f,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000170,针灸甲乙经/论文/针灸甲乙经/390-交会穴临床应用举隅.pdf,95b052983973b931c833c897e9b443544a6e9254ae2a8f371b71bd1a74ffecf8,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000171,针灸甲乙经/论文/针灸甲乙经/392-手厥阴心包经理论发展探析.pdf,ce5fb66c70a0c38e5921f7cfe77ec1243a4cfdf721f9e1e29c1bebf1ce56622a,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000172,针灸甲乙经/论文/针灸甲乙经/393-经脉循行的《灵枢》原文英译探析.pdf,4a86856afd2d2c4549c93f399cd6743b1a9e861b5d56da7e86f54d6f945be149,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000173,针灸甲乙经/论文/针灸甲乙经/394-刺法寸历史演变与探究.pdf,7fa656ab03df1c620fca4ca3d727eaf95b40d4ca3e037a1576111cb15a56b57b,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000174,针灸甲乙经/论文/针灸甲乙经/395-腧穴别名与校勘.pdf,3a02167980f18cf68de0b5a9c480df087f09ea238e7af8cad17db3aade90d15a,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000175,针灸甲乙经/论文/针灸甲乙经/396-《素问》王冰注所见十二经脉循行文本整合复原.pdf,dca4a41b3bd4892be6e9ca4680901b54d048a2060169e6e103e795a204daf34a,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000176,针灸甲乙经/论文/针灸甲乙经/398-《太平圣惠方》小儿灸法文献研究.pdf,617501d338616c050c51b0c21137e7876fe3a86420fb1d4625b0ac9dd04e2470,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000177,针灸甲乙经/论文/针灸甲乙经/399-扶突穴的临床应用.pdf,ecce6d81d7662a7eb7a475045484e831d54864d8310ad740db7c47088577f013,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000178,针灸甲乙经/论文/针灸甲乙经/4-浅析《针灸甲乙经》的刺法特点.pdf,32b5b7d6536071133d3a875c7841eb86600da67d1d1114cd71cdb86b2c08e512,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000181,针灸甲乙经/论文/针灸甲乙经/401-试论出针补泻的临床意义.pdf,830e6ee57ff7350e59851714049846d0cd2aef82df9f4c20c2b6733c0b2a14d8,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000182,针灸甲乙经/论文/针灸甲乙经/402-条口穴用于肩关节周围炎治疗的起源初探.pdf,bc4b74053f0cdd2a9c8e4a689516031abce40246ab61040bc309f937ce8c93d3,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000183,针灸甲乙经/论文/针灸甲乙经/403-太白穴在灼口综合征治疗中的应用举隅.pdf,dd09149f14016b08b17191408c37974e69d62eb333358e5b442f64cc3b9286b9,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000184,针灸甲乙经/论文/针灸甲乙经/404-神庭穴临证探讨.pdf,c1997f3fa53ba38b2834a8238df03a107e6e1570eec9abe953325be75ddae864,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000185,针灸甲乙经/论文/针灸甲乙经/405-基于《内经》《难经》的五输穴原理探微.pdf,e13ca593bdb464c9b6c591e9a0f77bf04be602ef9ad8f1ca9d362054a838120f,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000186,针灸甲乙经/论文/针灸甲乙经/406-洞鉴古今探源_肠神同调_腧穴内涵及规律.pdf,88657a4649a568d128d8bd2effd22a08c75e0eb81213500db447f70e6bb55a33,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000189,针灸甲乙经/论文/针灸甲乙经/410-睛明穴的应用体会.pdf,5ff00d14a8cf2a4e82b18636700d0bbb0c2cc978c625fe65b4e57a891d7ec00f,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000190,针灸甲乙经/论文/针灸甲乙经/411-睛明穴临床研究汇总.pdf,40a13aab1bfae6a2b708096dd70aae9cc88b5900002fb933e2112e4007786d65,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000191,针灸甲乙经/论文/针灸甲乙经/412-短刺手三里穴治疗腰腿痛临床体会.pdf,9ec9a12d63f5bfb4d7135aafc90382772214da9afaa8b6d87bfb6c9085ee4ffe,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000192,针灸甲乙经/论文/针灸甲乙经/413-天突穴的临床应用.pdf,fc242221f3134aaefab5acf8b61316b3a435630158c76185fd102b15c7427fdc,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000193,针灸甲乙经/论文/针灸甲乙经/414-条口穴用于肩关节周围炎治疗的起源初探 (1).pdf,c525f9a767bec359a9003931c2fdd25a13963c49cfdb4319ae0c6d054bcf2019,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000194,针灸甲乙经/论文/针灸甲乙经/415-郄穴治疗经脉和脏腑顽固性疾病的临床应用.pdf,035a6ee88ff66cdee5cae309f82bf78ecd25a84f34613dcb92e007d86ab3e9b6,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000195,针灸甲乙经/论文/针灸甲乙经/416-近年大椎穴临床研究概况.pdf,402b9b20041f88fb3f24b65329a5a115a714ee1fcd7399d78a275e12b73601a5,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000196,针灸甲乙经/论文/针灸甲乙经/417-膝关节相关腧穴定位考析.pdf,80b38eabff8aec0bf16cee650e0305faf2a620f8b7ee417ffc5d86e29645f3bc,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000197,针灸甲乙经/论文/针灸甲乙经/419-“缪剌”与“巨刺”之浅析.pdf,80b97ea465ecec9ccf76a9411a23d0e60cfd68d2a1a69e970261a4efba3b385b,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000198,针灸甲乙经/论文/针灸甲乙经/42-《针灸甲乙经》治疗头痛的特点分析.pdf,a01e38dbedbeea6a73d8cb813db8d6946a763462bd02ea50dfd4bb3868c07873,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000199,针灸甲乙经/论文/针灸甲乙经/420-疏肝调神针刺法治疗奔豚气案.pdf,117e28230c58f5be81753f25bd567cf0925fe940007d398c8e4f56aa5ac33f6e,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000200,针灸甲乙经/论文/针灸甲乙经/421-百会穴临床应用概述.pdf,d9e9dff3ced802dd2ab8b65b83827f7a99bef4ccf18da37d37063ef675243c91,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000201,针灸甲乙经/论文/针灸甲乙经/422-中医古籍校勘的新思考与新探索.pdf,a703a768463bea7c34fb0a1b6ded50d9cf59d7c69788e13aa36da515d94871e0,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000202,针灸甲乙经/论文/针灸甲乙经/423-中医古籍校勘的新思考与新探索(续).pdf,e4a4cf9180b56075d20182f29eedf4e016abbc5ce21c4014cb2fb679cda09d44,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000203,针灸甲乙经/论文/针灸甲乙经/424-浅析手三里穴.pdf,02910769d825bd9325a09cdc974cc9ebfeb5ebbffce96ad8f787e05eb5bd01fa,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000204,针灸甲乙经/论文/针灸甲乙经/425-天枢穴古今临床应用探析.pdf,52c5d6be1ea03080cde45bbe40f7b7509d01fab37e3310bb843a6107e443fa2c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000205,针灸甲乙经/论文/针灸甲乙经/426-化脓灸法临床应用与研究进展.pdf,5af265dc9a3d63448480a19e33c8b8ffdb27f80be8785db78c2e68c46ad295c3,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000206,针灸甲乙经/论文/针灸甲乙经/427-论针刺深浅.pdf,5a2412522fa792d1ac3defa6da6fb387f968dfa52752024376d0746eecad075f,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000207,针灸甲乙经/论文/针灸甲乙经/428-气海穴基础研究进展.pdf,923bad621adb20e01ab1dc50a1415d9955bedb41f9b63912b23a490f49e53ed0,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000208,针灸甲乙经/论文/针灸甲乙经/429-金门穴的特点与应用.pdf,c7bb9e304db9aa289a17f0fcff9ca76150f545f29898751a09e9d062e9014bda,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000209,针灸甲乙经/论文/针灸甲乙经/430-背俞穴概述.pdf,b1cf9e283f6a6fae374fcc0ae7442d61bf745c4e882f75d54cabdc7e4da803c8,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000210,针灸甲乙经/论文/针灸甲乙经/431-百会穴临床应用概况.pdf,8d95ac1db9fbf9dbbc548dd1656bdb60878192ae222b5a992cf4b157abf6e858,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000211,针灸甲乙经/论文/针灸甲乙经/432-应用上巨虚穴调节胃肠功能的理论探讨.pdf,923c82f03f899492c2622565564aea1f36ace0c6e50a1f87a53d01289e99aa0c,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000213,针灸甲乙经/论文/针灸甲乙经/434-下关穴的临床应用.pdf,138373828206db817378e5fa2c1342c4b1127384c54288964a3d829fcac907f1,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000214,针灸甲乙经/论文/针灸甲乙经/435-手三里穴的临床应用.pdf,a84f70f4d0c93e70b2ff58bf63d3ff60adeb6b124af7472fbef2c7ccb7dfaf8e,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000215,针灸甲乙经/论文/针灸甲乙经/437-针刺关元、曲骨、行间等穴对慢性非菌性前列腺炎大鼠TNF-α、IL-2的影响.pdf,ccd626328c4097ec0e8da1ce9239981f2a2d0959cae465436e3008fb56ffadc9,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000216,针灸甲乙经/论文/针灸甲乙经/438-肺俞穴的功效.pdf,b5a11068b28c80f5355548c00cd1a499dce3f9cdcc5d83d9400179abddae1ae0,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000217,针灸甲乙经/论文/针灸甲乙经/44-《针灸甲乙经》的理论框架探析.pdf,fd218d753b0bc09d6248e1f99b07f09c5b87a214e4565a260d17d5fabdd5e152,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000218,针灸甲乙经/论文/针灸甲乙经/440-脱疽源流考略.pdf,bdb1b23edec2c71cdb84d95fe7a551ec0cc29efbbadb68fa69b53c3451ffec23,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000219,针灸甲乙经/论文/针灸甲乙经/441-基于古代文献浅析手少阴心经与手厥阴心包经的联系.pdf,f483f4f8898e6fe6d022cea90555f90300db74923fdeca29611fc49f123e73c0,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000221,针灸甲乙经/论文/针灸甲乙经/443-浅谈涌泉穴的主治病证.pdf,b5d56e59a8de9a64055abd646332f446ecca13999a2ef7386d576469844f5671,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000222,针灸甲乙经/论文/针灸甲乙经/444-对少数经穴定位不一之商榷.pdf,a77b5e221da7212b7bb3c544cd5af1b280a330e27c44493c58b73e17065ede64,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000224,针灸甲乙经/论文/针灸甲乙经/446-针刺神门穴对心脏功能影响研究进展.pdf,c18e781c698b01269a4f1b13e75d9032d5aecba782aaabb3e30da67b3cb7edaf,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000225,针灸甲乙经/论文/针灸甲乙经/447-基于经典文献整理的针刺治疗腰痛选穴研究.pdf,ef5589a0a41eccecfabbd09a2ebced6f90cb451abbc9eee18e4bbb5e6e361101,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000226,针灸甲乙经/论文/针灸甲乙经/448-关于_穴位_一词英文翻译的看法.pdf,fa9eb5cf409f6eb1ebd8d99171bd597c217e74cc80ddc21f33de06c274dde7d0,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000227,针灸甲乙经/论文/针灸甲乙经/449-基于文献研究的肾性水肿思路探析.pdf,ae59c9e5f772e8e00cf2ee555af736f81f25d3bd7537fba374a60161a88f6b26,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000228,针灸甲乙经/论文/针灸甲乙经/45-浅论《针灸甲乙经》对特定穴的贡献.pdf,c835077707146b6563bd155f9bdd0640123d068d0e12ee7072e20822dbccf663,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000229,针灸甲乙经/论文/针灸甲乙经/450-试论腧穴体内属性.pdf,1e0f87be3b703f963136870e0164fe1bea4f47449587043a52e2f7139df48b24,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000230,针灸甲乙经/论文/针灸甲乙经/451-手三里.pdf,ce30451110b92b91fd89c8df93e624c3eae6af437f8cd572603775276a28730f,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000231,针灸甲乙经/论文/针灸甲乙经/452-少海穴.pdf,99c5e360728ad58ac5e148de06a024ba6011c21ea436bf6b1f76d52c60d6fb16,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000234,针灸甲乙经/论文/针灸甲乙经/459-八髎穴的临床运用.pdf,cf23d3f5e25959b566ea46c88f126145eaa09a5ad9cc169b8611e09cf06c265c,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000235,针灸甲乙经/论文/针灸甲乙经/46-《针灸甲乙经》的针灸理论框架分析.pdf,9849da340c897c293ae2d6f65f9285471c1bd59e5820bd768d7a0c233c1ee132,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000236,针灸甲乙经/论文/针灸甲乙经/460-灸疮_考辩.pdf,45388c75ce46c67c30fff9ac41cbff5a84dbf73f5dfbafced3e9701c79071664,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000237,针灸甲乙经/论文/针灸甲乙经/461-沈彤《释骨》考略.pdf,470b06969c9aa497d9b8a1564d52f62be4b984eb94a92de9bfa9b761d83ec622,6,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000238,针灸甲乙经/论文/针灸甲乙经/465-志室穴在蜂针中的应用.pdf,4973d024176f01ae003471aff2be429b34ef952552c19546cec04e45f44c81ae,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000242,针灸甲乙经/论文/针灸甲乙经/469-腕踝上三寸内外侧各有一个三经交会穴.pdf,a71c9a78abd2b6c9758ef4f8f203827aa18db91d075e6a87daeddb192a5ce124,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000243,针灸甲乙经/论文/针灸甲乙经/47-论《针灸甲乙经》配穴方法对后世的影响.pdf,a1a2d855fe2144a5b80755d2c5e0e738e7253242a7c0be777c3f14f38c5576cb,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000244,针灸甲乙经/论文/针灸甲乙经/470-百会穴_顶中央旋毛中_考释.pdf,70b5bf1a7265e33fb7786c240fe037222c3293a84df0b1c9e67b2654bd386a18,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000245,针灸甲乙经/论文/针灸甲乙经/471-试论胸部经穴命名与古代建筑的关系.pdf,03ebe979dca7ac48e9e0336efe67ea11fa39e953a9ddbafd845ccc152f771c9b,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000247,针灸甲乙经/论文/针灸甲乙经/473-Combined+Use+of+the+Points+Shenmai+and+Zhaohai+for.pdf,89c5e268931d95ae3326931e68ad1d1f37c63fde4f0f6387d712387a2a77b4e4,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000248,针灸甲乙经/论文/针灸甲乙经/475-中脘穴的古今应用与研究.pdf,7987e08b81f8b6789743a8080cb0352300520692f3981ec02210a3d465780860,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000249,针灸甲乙经/论文/针灸甲乙经/476-经穴详解系列篇(2).pdf,2c683643761fc9af306daaf760eb836238a4baebca33bf00ed28aa756acbfafa,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000250,针灸甲乙经/论文/针灸甲乙经/477-对分类研究《内经》文献的评析.pdf,23449bf75c44f07966fb3f9731c0950c3aabefef44b07b62c1ee9956eff88300,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000251,针灸甲乙经/论文/针灸甲乙经/478-悬钟穴的应用及定位考证.pdf,65f5b3a8c882012c911fef99416f49f7cb98b2df26505d4af1f8c0bbf62ea24e,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000252,针灸甲乙经/论文/针灸甲乙经/479-百会穴的临证应用与研究述要.pdf,8ef91d14ecab47b62e8e358c98c70f1a33416c6d0016d5bbb030a176332f5357,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000253,针灸甲乙经/论文/针灸甲乙经/480-神阙穴拔罐调气作用的理论认识与临床应用.pdf,fde08e24ae3813b654accff6072c8979f79e5d9bb36ee3b41372084fb4cb67a8,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000255,针灸甲乙经/论文/针灸甲乙经/482-鸠尾穴的古代文献研究.pdf,d620afed0d66e1fc6c875829a2892e5f5859027c6b497dc07d18388df9cfad25,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000256,针灸甲乙经/论文/针灸甲乙经/483-关于慢性前列腺炎中医病名的两点商榷.pdf,6b035dc83be58a3c9177bf9ab6aa816dd8add976c57a0246d2bc64a29260bbac,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000257,针灸甲乙经/论文/针灸甲乙经/484-四渎穴穴性辑考及临床发挥.pdf,b2133ba9714f18c9bf48ef2132a6f75a48c69d2c233dad3cdbe7d43398db7f03,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000258,针灸甲乙经/论文/针灸甲乙经/485-《医学六经》考.pdf,8e15a0f0bb45e8453f6e470325057c9487fcc0357b290eaefc643de15e511958,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000259,针灸甲乙经/论文/针灸甲乙经/486-中医非药物疗法急诊应用专家共识.pdf,a06f66c09aa24d70caffde7bd231507de05675cb182987cc5084554753ce89c6,6,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000261,针灸甲乙经/论文/针灸甲乙经/489-  基于古今文献和解剖数据考证箕门穴定位及其变革.pdf,4edd07189ad39b703132e382fff3a96e2a0c057cfa0c6e3930fc60851d72699e,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000262,针灸甲乙经/论文/针灸甲乙经/49-《针灸甲乙经》腧穴主治条文勘误.pdf,94d7a3ee1f2a8ef3a58fefc80455820a6bc074dda5b0cd4a211a6de1be22bb9f,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000263,针灸甲乙经/论文/针灸甲乙经/490-肉瘤源流考.pdf,68935bc980322488a98ad19af808d0c95fa09450153f177b1b4d2739af9b8f66,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000264,针灸甲乙经/论文/针灸甲乙经/491-浅谈中医针刺麻醉方法与应用.pdf,72730fe2cde17e9ea7840e35e33a4d47088a61affee979e6eda57817734b7501,1,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000265,针灸甲乙经/论文/针灸甲乙经/492-纵论_卫出下焦_乃《黄帝内经》本义.pdf,9641fcfb3182d587a06de6473e8bb1ae3f749253cd1a77c87dc4de1dca6e93f3,5,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000266,针灸甲乙经/论文/针灸甲乙经/493-取穴方法的文献研究.pdf,4c942469fdfe793706da8d612c188fb324c0ef4dfbe6b3c695f4130572ba628e,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000267,针灸甲乙经/论文/针灸甲乙经/494-高职高专《经络腧穴学》课程教学改革实践研究.pdf,0671a4a58b4d730c1b3704d5e65e4fd1a2c942ef340dda44ce83ebab8f15a852,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000269,针灸甲乙经/论文/针灸甲乙经/496-中医中药对糖尿病足溃疡治疗进展.pdf,9b419ca2b42e8e8af394a901f2a9b740b3970bd59d1f6136c81ed245eadd10c4,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000271,针灸甲乙经/论文/针灸甲乙经/498-陶道穴的临床应用.pdf,fa2032f2a70ae3999a426b5bac662c36b91d657b2ee192df7a4600ca890eaad1,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000272,针灸甲乙经/论文/针灸甲乙经/499-妙在__脐_中.pdf,1cc253acdb248205f59a07d7c56da8ebd9dfa1398997a81bb50c3d1f1918f0d1,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000274,针灸甲乙经/论文/针灸甲乙经/50-《针灸甲乙经》腰痛的诊治特点探析.pdf,9fd1afed4d42f610b346740914f33ecfac13c12b52dbcba975ca0ac92f03ea66,3,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000276,针灸甲乙经/论文/针灸甲乙经/501-大巨穴的临床应用.pdf,a05e0258e62848c3f78e6affd36ba35a12e0c1a4bca3553beb7a09672b6cd757,2,yes (print:yes copy:yes change:no addNot,YES,YES,NO
HFM-A000277,针灸甲乙经/论文/针灸甲乙经/502-白涩症源流浅析.pdf,bd1e401d658cbb9af4fe02f21f6ad0a9a9db613aed59f41b016d74d4da14e8e5,4,yes (print:yes copy:yes change:no addNot,YES,YES,NO
